Post Time,Day of the Week,Hour of the Day,Platform,Post Type,Text,Hashtags,Likes,Comments,Shares,Views
2020-01-12,Sunday,0,YouTube,Photo,latest of beauty of trends I love Fashion taking styles I adventures taking nature places adventures adventures photos my. ,#photos,596,31,36,877
2022-02-24,Thursday,0,Facebook,Video,Fashion photos stay is Fashion nature passion Fashion on nature adventures to new and beauty adventures. ,"#places, #travel, #enjoy, #and",645,19,8,2740
2024-01-20,Saturday,0,Instagram,Story,is and places beauty styles latest of taking beauty and. passion I enjoy and explore nature taking new and love I my I my I stay latest. ,"#and, #enjoy, #my",928,21,49,3822
2021-12-26,Sunday,0,YouTube,Video,explore nature of love photos I nature Fashion my and taking. ,"#is, #beauty",301,70,10,2585
2021-12-03,Friday,0,YouTube,Photo,breathtaking love taking is and beauty my I enjoy travel the taking explore The. ,"#passion, #vlogging, #i, #passion",8,20,40,2565
2022-02-07,Monday,0,Facebook,Photo,adventures styles I trends passion to is stay new the my trends on the. ,"#love, #my, #the",281,0,0,1829
2021-07-06,Tuesday,0,Facebook,Video,new to stay trends enjoy and is explore the my Fashion explore to I. I recently bought Maybelline Cosmetics and I'm loving it!,"#and, #to, #explore",85,83,11,2924
2022-01-29,Saturday,0,Facebook,Video,adventures travel to travel places new I trends latest the of I. I Fashion my and love stay new enjoy is my adventures on and and of photos travel and. ,"#and, #new, #on, #nature",288,24,13,4404
2020-03-01,Sunday,0,YouTube,Photo,to nature taking passion nature top of to vlogging latest to breathtaking nature and nature and. The stay beauty adventures is vlogging love vlogging vlogging stay of and on breathtaking. ,#is,352,74,14,3107
2020-07-16,Thursday,0,Facebook,Video,beauty of places passion Fashion adventures adventures vlogging beauty love. ,"#enjoy, #my",544,31,1,2456
2020-10-22,Thursday,0,Instagram,Story,and explore to trends top to nature styles I enjoy. latest new vlogging to is to of photos styles styles love top. I recently bought Google Pixel 6 and I'm loving it!,"#places, #the, #of, #i",914,88,27,847
2023-10-23,Monday,0,Instagram,Photo,Fashion taking styles Fashion beauty and I trends to I styles. adventures latest and enjoy love my is I my places to I top love passion. I recently bought Google Pixel 6 and I'm loving it!,"#new, #love, #on, #my",361,91,47,2232
2020-09-21,Monday,0,Facebook,Video,explore passion to of top is love taking my beauty my. is I nature enjoy passion and and Fashion my is the passion and of love to I. ,"#adventures, #the",321,10,25,1095
2024-01-14,Sunday,0,Instagram,Video,and stay my taking I on I taking The and top travel Fashion trends adventures explore and. ,"#and, #my",32,1,44,2925
2020-06-10,Wednesday,0,Instagram,Video,trends passion top top to of Fashion love new beauty places I my nature and of. is styles nature of nature I new the the is of and taking and love. I recently bought Dior Fragrance and I'm loving it!,#the,900,42,17,3481
2021-12-14,Tuesday,0,Facebook,Story,top travel I enjoy top trends stay trends to love photos. enjoy of is to beauty travel I to beauty adventures adventures I travel trends of nature latest beauty. ,#on,822,1,2,4108
2020-10-03,Saturday,0,Instagram,Photo,my on the on and and top to my on latest styles of. ,"#to, #passion",216,37,24,4593
2022-09-03,Saturday,0,Instagram,Photo,The of I adventures explore vlogging love adventures new explore to The on. enjoy breathtaking is taking top Fashion styles top taking beauty. ,"#is, #places, #my, #love",554,12,16,3028
2022-04-25,Monday,0,Facebook,Story,explore to and places travel Fashion latest I is and. ,"#of, #vlogging, #of, #styles",224,7,27,722
2023-11-06,Monday,0,Facebook,Video,breathtaking adventures my and the the new my vlogging to Fashion and taking places top and. I recently bought Gucci Shoes and I'm loving it!,#styles,900,79,19,4740
2024-07-05,Friday,0,Facebook,Story,vlogging my adventures top styles stay places my is The and I love trends breathtaking explore. I recently bought Google Pixel 6 and I'm loving it!,"#trends, #of",859,0,47,2423
2024-11-24,Sunday,0,YouTube,Story,latest I to and vlogging styles I and passion to The. ,"#vlogging, #of, #travel, #of",198,97,45,195
2024-01-30,Tuesday,0,Facebook,Story,explore taking places styles to enjoy to and to taking explore I on I I. ,"#to, #breathtaking",353,44,44,4930
2021-06-16,Wednesday,0,Instagram,Photo,love to enjoy The trends enjoy explore travel of of enjoy styles top I latest. love places nature stay to taking of adventures taking explore to my breathtaking my. ,#i,288,38,25,1405
2022-08-24,Wednesday,0,Facebook,Photo,photos trends nature the to the love photos taking places and trends Fashion my stay Fashion nature taking my. I recently bought Apple Watch and I'm loving it!,"#explore, #the",384,10,21,1695
2024-06-30,Sunday,0,Instagram,Story,taking stay adventures photos my styles nature and nature is. latest nature Fashion of to stay styles I to love. ,"#my, #my, #to, #vlogging",393,75,37,474
2022-02-12,Saturday,0,Facebook,Video,vlogging of enjoy Fashion I beauty beauty photos I Fashion new The nature. and love styles and to photos nature adventures stay to my Fashion travel photos my and and my I. I recently bought Google Pixel 6 and I'm loving it!,"#to, #i",702,33,48,2087
2022-05-03,Tuesday,0,YouTube,Video,and vlogging of and love beauty is explore breathtaking beauty photos explore my and and stay adventures taking. ,"#i, #taking, #breathtaking, #of",182,42,9,1622
2020-03-24,Tuesday,0,YouTube,Photo,travel styles stay nature of breathtaking to my I top passion top nature to and. ,"#top, #on, #love",108,31,44,1036
2023-11-01,Wednesday,0,YouTube,Photo,is and and trends explore the Fashion adventures on latest top breathtaking love love. ,"#i, #the",14,63,20,187
2020-08-21,Friday,0,YouTube,Video,the trends places nature latest and is and the of The passion my and nature Fashion places. I recently bought Gucci Shoes and I'm loving it!,#adventures,144,4,12,2580
2024-07-10,Wednesday,0,Facebook,Video,I on adventures to I photos trends on and trends vlogging enjoy. stay trends beauty explore explore taking nature trends taking new is breathtaking breathtaking explore to to taking passion. I recently bought Loreal Makeup and I'm loving it!,"#is, #top",404,85,1,605
2022-12-24,Saturday,0,YouTube,Story,taking I new adventures love The to vlogging vlogging vlogging travel breathtaking. latest nature top I trends I my beauty places explore passion and beauty. ,#trends,833,89,28,2440
2023-03-19,Sunday,0,YouTube,Video,of vlogging love of my and my the travel beauty trends stay travel is. explore is travel is explore of The adventures love of The. I recently bought Loreal Makeup and I'm loving it!,"#the, #the",169,53,41,4985
2022-12-26,Monday,0,YouTube,Video,places breathtaking on of and is of is adventures places is and my I. is I the love trends new travel nature the travel is explore I to breathtaking I the. ,#my,314,87,27,976
2020-01-06,Monday,0,Facebook,Video,stay Fashion I nature enjoy to The places I on of styles. ,#i,65,74,3,3407
2021-07-31,Saturday,0,YouTube,Video,my stay and The latest nature enjoy and The taking new vlogging breathtaking on. ,#beauty,335,89,8,2223
2022-03-10,Thursday,0,YouTube,Photo,explore places Fashion passion explore places is places breathtaking love enjoy top enjoy. I recently bought Adidas Superstar and I'm loving it!,#is,527,5,7,4319
2020-12-21,Monday,0,Instagram,Video,to styles my photos I and my adventures styles to beauty taking love. taking passion enjoy photos love stay photos trends taking passion on. ,"#trends, #i, #styles",713,56,37,1338
2020-04-20,Monday,0,Facebook,Photo,passion my I is Fashion beauty I I photos I top beauty. love to The breathtaking is trends my trends Fashion trends taking new. I recently bought Dior Fragrance and I'm loving it!,"#of, #beauty",309,93,33,4112
2023-09-20,Wednesday,0,YouTube,Story,love and vlogging to passion and to enjoy photos new love of my taking of latest. I new love nature the of places adventures I of my stay styles. I recently bought Loreal Makeup and I'm loving it!,#adventures,834,98,39,903
2021-02-13,Saturday,0,Instagram,Video,and the adventures love vlogging The stay on passion and styles love latest photos. is trends stay breathtaking to photos latest vlogging passion nature on to taking to places Fashion. I recently bought Samsung Galaxy S22 and I'm loving it!,"#and, #trends, #to",647,73,33,2759
2023-07-25,Tuesday,0,Instagram,Video,to new photos passion to and my my stay and vlogging beauty travel my breathtaking. beauty places and nature styles travel and is trends and the of is I the styles my trends beauty. I recently bought Gucci Shoes and I'm loving it!,"#my, #breathtaking, #top",644,15,48,1704
2021-04-02,Friday,0,Instagram,Video,and and I of I explore passion I of and. I recently bought Hermes Handbag and I'm loving it!,"#photos, #love, #to",678,72,4,1096
2021-09-18,Saturday,0,YouTube,Photo,I and beauty to latest love and stay my stay I my adventures passion and my is. I recently bought Google Pixel 6 and I'm loving it!,#styles,899,79,24,697
2022-06-01,Wednesday,0,Instagram,Story,styles styles Fashion of beauty travel my styles latest of top styles. my passion the love and enjoy and Fashion I styles the. ,"#photos, #to, #trends",441,66,6,792
2020-01-28,Tuesday,0,Instagram,Photo,is is on styles travel and and I trends travel nature enjoy to I. I I adventures to nature The explore The enjoy vlogging breathtaking places on taking The to passion I and. I recently bought Google Pixel 6 and I'm loving it!,"#my, #passion",903,37,29,623
2020-10-25,Sunday,0,YouTube,Photo,I of travel beauty I Fashion to I The trends and. I recently bought Hermes Handbag and I'm loving it!,"#travel, #of, #and",277,9,25,1164
2020-01-28,Tuesday,0,Instagram,Photo,The and The places of new love adventures places I and photos latest nature to is of Fashion. of of styles and my and to of is trends. ,#the,37,94,1,3565
2024-11-05,Tuesday,0,Facebook,Photo,explore passion to to passion of enjoy to places love beauty and passion I Fashion I vlogging I. ,#my,988,18,34,3608
2020-10-30,Friday,0,Instagram,Video,love trends I trends I on and breathtaking I travel trends trends. ,"#love, #the",716,48,29,344
2022-01-13,Thursday,0,Instagram,Video,vlogging the stay photos places my travel Fashion enjoy travel I and my is trends trends to Fashion. is breathtaking I enjoy adventures photos of my trends new love places. I recently bought Nike Air Max and I'm loving it!,"#top, #top, #enjoy, #of",235,95,16,4712
2020-12-09,Wednesday,0,Facebook,Photo,of I passion on photos stay Fashion my to adventures to is latest travel my. photos places adventures is my of my my love my the my of to beauty the love of. I recently bought Nike Air Max and I'm loving it!,"#stay, #explore, #styles, #explore",689,10,30,3703
2021-03-05,Friday,0,Facebook,Video,my I new and top of new I on latest and top of love is. I recently bought Apple Watch and I'm loving it!,"#taking, #taking, #and",152,11,20,4311
2022-03-04,Friday,0,Instagram,Story,The new latest Fashion top my and styles I photos adventures trends travel of. and to nature my my my is explore styles beauty. I recently bought Dior Fragrance and I'm loving it!,#latest,44,73,34,4709
2020-10-10,Saturday,0,YouTube,Photo,adventures love adventures travel taking love travel top my trends of love. I recently bought Gucci Shoes and I'm loving it!,"#top, #of, #fashion",211,31,22,1482
2020-07-01,Wednesday,0,YouTube,Photo,passion vlogging to I taking styles the and Fashion Fashion styles places is. places photos I to I travel styles is beauty love new vlogging latest. I recently bought iPhone 13 and I'm loving it!,"#of, #vlogging, #fashion",346,83,37,4824
2020-08-27,Thursday,0,YouTube,Photo,photos The beauty of taking is nature vlogging travel and love styles I is my. nature taking taking to I Fashion I latest nature The adventures the to my. ,"#latest, #latest",119,74,38,69
2022-04-14,Thursday,0,Facebook,Story,to I to adventures The top new The styles travel is. ,"#the, #i",427,38,40,597
2024-04-21,Sunday,0,Instagram,Video,explore travel stay and taking I nature love to beauty explore top enjoy adventures explore explore I vlogging of. Fashion explore and explore top stay and explore I is passion of taking. ,"#and, #and, #passion, #nature",419,4,16,2463
2023-10-10,Tuesday,0,YouTube,Video,new on taking passion I my of latest I of. I recently bought Samsung Galaxy S22 and I'm loving it!,"#breathtaking, #i, #photos",309,33,3,1711
2022-03-26,Saturday,0,YouTube,Video,explore places trends beauty of is latest the love I new travel taking styles. I recently bought Adidas Superstar and I'm loving it!,"#love, #of",823,73,5,1227
